"强化规则ID
===
Id
===
int-cs","等级
===
Level
===
int-cs","需要经验
===
NeedExp
===
int-cs","属性成长0
===
AttrGrowUp0
===
float-cs","属性成长1
===
AttrGrowUp1
===
float-cs","属性成长2
===
AttrGrowUp2
===
float-cs","属性成长3
===
AttrGrowUp3
===
float-cs","属性成长4
===
AttrGrowUp4
===
float-cs","属性成长5
===
AttrGrowUp5
===
float-cs","属性成长6
===
AttrGrowUp6
===
float-cs","属性成长7
===
AttrGrowUp7
===
float-cs","属性成长8
===
AttrGrowUp8
===
float-cs","属性成长9
===
AttrGrowUp9
===
float-cs","属性成长10
===
AttrGrowUp10
===
float-cs","属性成长11
===
AttrGrowUp11
===
float-cs","属性成长12
===
AttrGrowUp12
===
float-cs","属性成长13
===
AttrGrowUp13
===
float-cs","属性成长14
===
AttrGrowUp14
===
float-cs","属性成长15
===
AttrGrowUp15
===
float-cs","属性成长16
===
AttrGrowUp16
===
float-cs","属性成长17
===
AttrGrowUp17
===
float-cs","属性成长18
===
AttrGrowUp18
===
float-cs","属性成长19
===
AttrGrowUp19
===
float-cs","属性成长20
===
AttrGrowUp20
===
float-cs","属性成长21
===
AttrGrowUp21
===
float-cs","属性成长22
===
AttrGrowUp22
===
float-cs","属性成长23
===
AttrGrowUp23
===
float-cs","属性成长24
===
AttrGrowUp24
===
float-cs","属性成长25
===
AttrGrowUp25
===
float-cs","属性成长26
===
AttrGrowUp26
===
float-cs","属性成长27
===
AttrGrowUp27
===
float-cs","属性成长28
===
AttrGrowUp28
===
float-cs","属性成长29
===
AttrGrowUp29
===
float-cs","属性成长30
===
AttrGrowUp30
===
float-cs","属性成长31
===
AttrGrowUp31
===
float-cs"
21083,84,2681375,866,1836,15050,0,200,0,0,0,202,202,202,101,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
21084,85,2768875,872,1845,15130,0,201,0,0,0,203,203,203,102,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
21085,86,2856375,878,1857,15231,0,201,0,0,0,204,204,204,102,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
21086,87,2943875,885,1869,15315,0,202,0,0,0,205,205,205,103,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
21087,88,3031375,891,1878,15400,0,202,0,0,0,206,206,206,103,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
21088,89,3118875,898,1890,15485,0,203,0,0,0,207,207,207,104,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
21089,90,3206375,904,1902,15568,0,204,0,0,0,208,208,208,104,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
21090,91,3293875,990,2112,19358,0,237,0,0,0,233,233,233,117,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
21091,92,3381375,997,2124,19453,0,238,0,0,0,234,234,234,117,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
21092,93,3468875,1003,2136,19566,0,238,0,0,0,235,235,235,118,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
21093,94,3556375,1010,2145,19662,0,239,0,0,0,236,236,236,118,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
21094,95,3643875,1018,2157,19754,0,240,0,0,0,238,238,238,119,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
21095,96,3731375,1024,2169,19851,0,240,0,0,0,239,239,239,120,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
21096,97,3818875,1030,2181,19949,0,241,0,0,0,240,240,240,120,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
21097,98,3906375,1037,2193,20047,0,241,0,0,0,241,241,241,121,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
21098,99,3993875,1043,2202,20163,0,242,0,0,0,242,242,242,121,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
21099,100,4081375,1050,2214,20257,0,242,0,0,0,243,243,243,122,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#赵云,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22000,1,87,45,29,131,0,0,5,0,0,3,6,6,6,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
22001,2,100,53,34,156,0,0,5,0,0,4,7,7,7,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
22002,3,112,62,39,181,0,0,6,0,0,4,8,8,8,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
22003,4,125,70,44,207,0,0,6,0,0,5,10,10,10,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
22004,5,137,81,49,231,0,0,7,0,0,5,11,11,11,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
22005,6,150,90,54,260,0,0,7,0,0,6,12,12,12,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
22006,7,162,98,60,286,0,0,8,0,0,7,13,13,13,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
22007,8,175,106,65,313,0,0,8,0,0,7,14,14,14,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
22008,9,200,118,70,341,0,0,8,0,0,8,16,16,16,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
22009,10,225,126,77,366,0,0,10,0,0,8,17,17,17,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
22010,11,375,151,95,461,0,0,14,0,0,11,22,22,22,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
22011,12,750,160,100,488,0,0,16,0,0,11,23,23,23,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
22012,13,1125,171,105,518,0,0,16,0,0,11,23,23,23,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
22013,14,1500,179,111,545,0,0,17,0,0,12,24,24,24,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
22014,15,1875,188,117,571,0,0,17,0,0,13,25,25,25,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
22015,16,2375,196,122,599,0,0,17,0,0,13,26,26,26,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
22016,17,2875,207,128,627,0,0,18,0,0,14,28,28,28,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
22017,18,3625,216,133,656,0,0,18,0,0,14,29,29,29,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
22018,19,4375,224,138,687,0,0,19,0,0,15,30,30,30,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
22019,20,5125,235,145,714,0,0,19,0,0,16,31,31,31,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
22020,21,6125,277,179,917,0,0,30,0,0,20,40,40,40,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
22021,22,7375,286,184,946,0,0,30,0,0,20,41,41,41,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
22022,23,8875,297,189,975,0,0,31,0,0,21,42,42,42,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
22023,24,10625,305,194,1004,0,0,31,0,0,22,43,43,43,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
22024,25,12625,314,199,1032,0,0,32,0,0,22,44,44,44,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
22025,26,14875,325,206,1064,0,0,32,0,0,23,46,46,46,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
22026,27,17375,333,211,1094,0,0,32,0,0,23,47,47,47,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
22027,28,20125,342,216,1124,0,0,34,0,0,24,48,48,48,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
22028,29,23125,353,221,1155,0,0,34,0,0,25,49,49,49,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
22029,30,26375,361,226,1183,0,0,35,0,0,25,50,50,50,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
22030,31,29875,423,277,1554,0,0,50,0,0,31,62,62,62,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
22031,32,33875,431,282,1585,0,0,52,0,0,32,64,64,64,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
22032,33,38125,442,287,1620,0,0,52,0,0,32,65,65,65,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
22033,34,42625,451,292,1652,0,0,52,0,0,33,66,66,66,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
22034,35,47375,462,299,1682,0,0,53,0,0,34,67,67,67,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
22035,36,52375,470,304,1713,0,0,53,0,0,34,68,68,68,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
22036,37,57625,482,309,1746,0,0,54,0,0,35,70,70,70,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
22037,38,63125,490,315,1778,0,0,54,0,0,35,71,71,71,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
22038,39,68875,498,321,1815,0,0,55,0,0,36,72,72,72,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
22039,40,75125,510,326,1846,0,0,55,0,0,37,73,73,73,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
22040,41,82000,591,393,2463,0,0,77,0,0,45,90,90,90,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
22041,42,89500,602,400,2497,0,0,78,0,0,46,91,91,91,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
22042,43,97625,610,405,2531,0,0,78,0,0,46,92,92,92,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
22043,44,106375,622,410,2566,0,0,79,0,0,47,94,94,94,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
22044,45,115125,630,417,2599,0,0,79,0,0,47,95,95,95,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
22045,46,124500,641,422,2639,0,0,80,0,0,48,96,96,96,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
22046,47,134500,650,427,2675,0,0,80,0,0,49,97,97,97,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
22047,48,145125,661,434,2710,0,0,82,0,0,49,98,98,98,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
22048,49,156375,669,439,2746,0,0,82,0,0,50,100,100,100,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
22049,50,168875,680,444,2781,0,0,82,0,0,50,101,101,101,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
22050,51,183875,784,530,3749,0,0,110,0,0,61,121,121,121,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
22051,52,201375,795,536,3788,0,0,112,0,0,61,122,122,122,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
22052,53,221375,804,541,3833,0,0,112,0,0,62,124,124,124,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
22053,54,243875,815,547,3872,0,0,113,0,0,62,125,125,125,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
22054,55,268875,826,553,3909,0,0,113,0,0,63,126,126,126,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
22055,56,306375,834,559,3949,0,0,114,0,0,64,127,127,127,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
22056,57,356375,846,564,3989,0,0,114,0,0,65,130,130,130,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
22057,58,418875,857,570,4029,0,0,115,0,0,65,131,131,131,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
22058,59,493875,865,576,4076,0,0,115,0,0,65,131,131,131,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
22059,60,581375,876,581,4114,0,0,115,0,0,66,132,132,132,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
22060,61,668875,1008,687,5584,0,0,151,0,0,79,158,158,158,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
22061,62,756375,1016,694,5628,0,0,152,0,0,80,161,161,161,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
22062,63,843875,1028,699,5672,0,0,152,0,0,81,162,162,162,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
22063,64,931375,1039,706,5717,0,0,154,0,0,82,163,163,163,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
22064,65,1018875,1047,711,5760,0,0,154,0,0,82,164,164,164,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
22065,66,1106375,1058,717,5813,0,0,155,0,0,83,166,166,166,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
22066,67,1193875,1070,723,5859,0,0,155,0,0,83,167,167,167,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
22067,68,1281375,1081,729,5905,0,0,156,0,0,84,168,168,168,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
22068,69,1368875,1089,734,5952,0,0,156,0,0,85,169,169,169,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
22069,70,1456375,1100,741,5996,0,0,157,0,0,85,170,170,170,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
22070,71,1543875,1238,852,7836,0,0,194,0,0,99,198,198,198,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
22071,72,1631375,1249,857,7887,0,0,194,0,0,100,199,199,199,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
22072,73,1718875,1260,864,7948,0,0,196,0,0,100,200,200,200,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
22073,74,1806375,1271,869,7999,0,0,196,0,0,101,202,202,202,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
22074,75,1893875,1282,876,8049,0,0,197,0,0,101,203,203,203,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
22075,76,1981375,1294,882,8101,0,0,197,0,0,102,204,204,204,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
22076,77,2068875,1305,887,8154,0,0,198,0,0,103,205,205,205,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
22077,78,2156375,1313,894,8207,0,0,198,0,0,103,206,206,206,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
22078,79,2243875,1324,899,8270,0,0,199,0,0,104,208,208,208,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
22079,80,2331375,1336,906,8320,0,0,199,0,0,104,209,209,209,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
22080,81,2418875,1481,1022,10572,0,0,239,0,0,119,238,238,238,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
22081,82,2506375,1492,1027,10631,0,0,239,0,0,119,239,239,239,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
22082,83,2593875,1504,1034,10691,0,0,240,0,0,121,241,241,241,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
22083,84,2681375,1515,1040,10750,0,0,240,0,0,121,242,242,242,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
22084,85,2768875,1526,1046,10807,0,0,241,0,0,122,244,244,244,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
22085,86,2856375,1537,1052,10879,0,0,241,0,0,122,245,245,245,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
22086,87,2943875,1548,1059,10939,0,0,242,0,0,123,246,246,246,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
22087,88,3031375,1560,1064,11000,0,0,242,0,0,124,247,247,247,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
22088,89,3118875,1571,1071,11061,0,0,244,0,0,124,248,248,248,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
22089,90,3206375,1582,1078,11120,0,0,245,0,0,125,250,250,250,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
22090,91,3293875,1733,1197,13827,0,0,284,0,0,140,280,280,280,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
22091,92,3381375,1744,1204,13895,0,0,286,0,0,140,281,281,281,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
22092,93,3468875,1756,1210,13976,0,0,286,0,0,141,282,282,282,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
22093,94,3556375,1767,1216,14044,0,0,287,0,0,142,283,283,283,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
22094,95,3643875,1781,1222,14110,0,0,288,0,0,143,286,286,286,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
22095,96,3731375,1792,1229,14179,0,0,288,0,0,143,287,287,287,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
22096,97,3818875,1803,1236,14249,0,0,289,0,0,144,288,288,288,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
22097,98,3906375,1814,1243,14319,0,0,289,0,0,145,289,289,289,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
22098,99,3993875,1826,1248,14402,0,0,290,0,0,145,290,290,290,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
22099,100,4081375,1837,1255,14469,0,0,290,0,0,146,292,292,292,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#曹操,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23000,1,87,32,31,157,0,0,0,0,7,9,9,5,9,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
23001,2,100,38,36,187,0,0,0,0,7,11,11,5,11,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
23002,3,112,44,41,217,0,0,0,0,9,13,13,6,13,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
23003,4,125,50,47,248,0,0,0,0,9,14,14,7,14,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
23004,5,137,58,52,277,0,0,0,0,11,16,16,8,16,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
23005,6,150,64,58,312,0,0,0,0,11,18,18,9,18,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
23006,7,162,70,63,343,0,0,0,0,13,20,20,10,20,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
23007,8,175,76,68,376,0,0,0,0,13,22,22,11,22,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
23008,9,200,84,74,409,0,0,0,0,13,23,23,12,23,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
23009,10,225,90,81,439,0,0,0,0,14,25,25,13,25,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
23010,11,375,108,101,553,0,0,0,0,22,32,32,16,32,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
23011,12,750,114,106,586,0,0,0,0,23,34,34,17,34,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
23012,13,1125,122,112,622,0,0,0,0,23,34,34,17,34,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
23013,14,1500,128,117,654,0,0,0,0,25,36,36,18,36,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
23014,15,1875,134,124,685,0,0,0,0,25,38,38,19,38,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
23015,16,2375,140,130,719,0,0,0,0,25,40,40,20,40,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
23016,17,2875,148,135,752,0,0,0,0,27,41,41,21,41,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
23017,18,3625,154,140,787,0,0,0,0,27,43,43,22,43,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
23018,19,4375,160,146,824,0,0,0,0,29,45,45,23,45,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
23019,20,5125,168,153,857,0,0,0,0,29,47,47,23,47,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
23020,21,6125,198,189,1100,0,0,0,0,45,59,59,30,59,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
23021,22,7375,204,194,1135,0,0,0,0,45,61,61,31,61,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
23022,23,8875,212,200,1170,0,0,0,0,47,63,63,32,63,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
23023,24,10625,218,205,1205,0,0,0,0,47,65,65,32,65,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
23024,25,12625,224,211,1238,0,0,0,0,49,67,67,33,67,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
23025,26,14875,232,218,1277,0,0,0,0,49,68,68,34,68,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
23026,27,17375,238,223,1313,0,0,0,0,49,70,70,35,70,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
23027,28,20125,244,229,1349,0,0,0,0,50,72,72,36,72,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
23028,29,23125,252,234,1386,0,0,0,0,50,74,74,37,74,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
23029,30,26375,258,239,1420,0,0,0,0,52,76,76,38,76,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
23030,31,29875,302,293,1865,0,0,0,0,76,94,94,47,94,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
23031,32,33875,308,299,1902,0,0,0,0,77,95,95,48,95,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
23032,33,38125,316,304,1944,0,0,0,0,77,97,97,49,97,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
23033,34,42625,322,310,1982,0,0,0,0,77,99,99,50,99,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
23034,35,47375,330,317,2018,0,0,0,0,79,101,101,50,101,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
23035,36,52375,336,322,2056,0,0,0,0,79,103,103,51,103,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
23036,37,57625,344,328,2095,0,0,0,0,81,104,104,52,104,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
23037,38,63125,350,333,2134,0,0,0,0,81,106,106,53,106,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
23038,39,68875,356,340,2178,0,0,0,0,83,108,108,54,108,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
23039,40,75125,364,346,2215,0,0,0,0,83,110,110,55,110,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
23040,41,82000,422,416,2956,0,0,0,0,115,135,135,68,135,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
23041,42,89500,430,423,2996,0,0,0,0,117,137,137,68,137,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
23042,43,97625,436,428,3037,0,0,0,0,117,139,139,69,139,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
23043,44,106375,444,434,3079,0,0,0,0,119,140,140,70,140,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
23044,45,115125,450,441,3119,0,0,0,0,119,142,142,71,142,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
23045,46,124500,458,446,3167,0,0,0,0,121,144,144,72,144,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
23046,47,134500,464,452,3210,0,0,0,0,121,146,146,73,146,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
23047,48,145125,472,459,3252,0,0,0,0,122,148,148,74,148,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
23048,49,156375,478,464,3295,0,0,0,0,122,149,149,75,149,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
23049,50,168875,486,470,3337,0,0,0,0,122,151,151,76,151,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
23050,51,183875,560,562,4499,0,0,0,0,166,182,182,91,182,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
23051,52,201375,568,567,4546,0,0,0,0,167,184,184,92,184,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
23052,53,221375,574,572,4600,0,0,0,0,167,185,185,93,185,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
23053,54,243875,582,580,4646,0,0,0,0,169,187,187,94,187,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
23054,55,268875,590,585,4691,0,0,0,0,169,189,189,95,189,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
23055,56,306375,596,592,4739,0,0,0,0,171,191,191,95,191,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
23056,57,356375,604,598,4787,0,0,0,0,171,194,194,97,194,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
23057,58,418875,612,603,4835,0,0,0,0,173,196,196,98,196,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
23058,59,493875,618,610,4891,0,0,0,0,173,196,196,98,196,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
23059,60,581375,626,616,4937,0,0,0,0,173,198,198,99,198,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
